OrderID;OrderDate;ProductName;ProductBrand;ProductSubcategory;ProductCategory;DeliveryType;PaymentType;ClientGender;Sales;ClientStatus;ShopName;ShopAddress;ShopAddressCoord
2017-918473;08.05.2019;Выпрямитель для волос;TechBeauty;Техника для красоты и здоровья;Техника для дома;Доставка;Наличные;Мужчина;874;Базовый;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-918735;14.02.2019;Блендер;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Банковская карта;Женщина;1465;Золотой;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-918955;02.04.2019;Зубной порошок;Кедровый лес;Косметика и здоровье;Бытовые товары;Доставка;Наличные;Мужчина;64;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-918955;02.04.2019;Фен портативный;TechBeauty;Техника для красоты и здоровья;Техника для дома;Доставка;Наличные;Мужчина;529;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-918955;02.04.2019;Фен портативный;TechBeauty;Техника для красоты и здоровья;Техника для дома;Доставка;Наличные;Мужчина;536;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-918955;02.04.2019;Увлажнитель воздуха;Фабрика комфорта;Техника для красоты и здоровья;Техника для дома;Доставка;Наличные;Мужчина;5766;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-919002;02.03.2019;Увлажнитель воздуха;Фабрика комфорта;Техника для красоты и здоровья;Техника для дома;Доставка;Наличные;Мужчина;5813;Базовый;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-919266;23.10.2019;Гель для стирки белых вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;502;Серебряный;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-919726;04.10.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Женщина;490;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-919924;01.11.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Доставка;Банковская карта;Мужчина;1253;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-919924;01.11.2019;Фен портативный;TechBeauty;Техника для красоты и здоровья;Техника для дома;Доставка;Банковская карта;Мужчина;533;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-919983;26.01.2019;Зубная паста для чувствительных десен;Кедровый лес;Косметика и здоровье;Бытовые товары;Доставка;Наличные;Мужчина;109;Золотой;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-920206;05.04.2019;Гель для стирки белых вещей;Чистый дом;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;501;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-920206;05.04.2019;Зубной порошок;Кедровый лес;Косметика и здоровье;Бытовые товары;Доставка;Наличные;Мужчина;64;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-920206;05.04.2019;Скатерть кухонная темно-синяя ;Ростовская фабрика;Кухонные товары;Бытовые товары;Доставка;Наличные;Мужчина;327;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-920350;05.10.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Наличные;Мужчина;2148;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-920473;25.06.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;140;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-920473;25.06.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Доставка;Наличные;Мужчина;204;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-920473;25.06.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Мужчина;2148;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-921058;08.11.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Наличные;Мужчина;2145;Серебряный;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-921210;05.10.2019;"Средство для чистки ванны ""Белее белого""";БиоДом;Чистящие средства;Бытовая химия;Доставка;Наличные;Женщина;154;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-921210;05.10.2019;Зубная паста для чувствительных десен;Кедровый лес;Косметика и здоровье;Бытовые товары;Доставка;Наличные;Женщина;109;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-921210;05.10.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Женщина;2130;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-921210;05.10.2019;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Женщина;272;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-921210;05.10.2019;Прикроватный коврик;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Женщина;880;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-921503;02.03.2019;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Наличные;Мужчина;272;Золотой;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-921566;23.08.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;141;Базовый;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-921566;23.08.2019;"Чистящее средство для автомобиля ""Скорость""";Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;642;Базовый;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-921566;23.08.2019;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Мужчина;2563;Базовый;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-921566;23.08.2019;Столовые приборы на 4 персоны;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Мужчина;3773;Базовый;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-921673;13.11.2019;Гель для стирки белых вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Женщина;501;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-921673;13.11.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Женщина;491;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-921673;13.11.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Женщина;444;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-921673;13.11.2019;Мультиварка с 40 режимами готовки еды;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Женщина;3420;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-921673;13.11.2019;Зубная щетка электрическая;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Женщина;758;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-922125;27.01.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Доставка;Банковская карта;Мужчина;1270;Серебряный;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-922125;27.01.2019;Увлажнитель воздуха;Фабрика комфорта;Техника для красоты и здоровья;Техника для дома;Доставка;Банковская карта;Мужчина;5822;Серебряный;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-922169;24.06.2019;"Средство для чистки ванны ""Белее белого""";БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;154;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-922169;24.06.2019;Столовые приборы на 4 персоны;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Мужчина;3765;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-922169;24.06.2019;Прикроватный коврик;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Наличные;Мужчина;886;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-922213;03.07.2019;Зубной порошок;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Мужчина;64;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-922213;03.07.2019;Столовые приборы на 4 персоны;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Мужчина;3711;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-922650;22.01.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;301;Базовый;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-922650;22.01.2019;Зубная паста отбеливающая;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Мужчина;85;Базовый;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-922650;22.01.2019;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Наличные;Мужчина;270;Базовый;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-923181;06.06.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Доставка;Банковская карта;Мужчина;205;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-923181;06.06.2019;Прикроватный коврик;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Банковская карта;Мужчина;887;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-923343;02.06.2019;Мультиварка с 40 режимами готовки еды;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;3439;Базовый;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-923343;02.06.2019;Выпрямитель для волос;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;870;Базовый;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-923367;08.07.2019;Мультиварка с 40 режимами готовки еды;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Женщина;3402;Базовый;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-923367;08.07.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Женщина;893;Базовый;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-923702;23.06.2019;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Кухонные товары;Бытовые товары;Доставка;Наличные;Женщина;2551;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-923702;23.06.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Женщина;2120;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-923702;23.06.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Женщина;2131;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-923702;23.06.2019;Блендер;Kitchen&Food;Кухонная;Техника для дома;Доставка;Наличные;Женщина;1478;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-923706;17.08.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;490;Серебряный;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-923753;12.01.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;361;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-923753;12.01.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Доставка;Наличные;Мужчина;1255;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-923824;29.01.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;885;Золотой;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-923847;17.05.2019;"Чистящее средство для автомобиля ""Скорость""";Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Женщина;636;Серебряный;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-924059;25.02.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Наличные;Женщина;2131;Базовый;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-924059;25.02.2019;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Наличные;Женщина;273;Базовый;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-924221;28.09.2019;"Средство для чистки ванны ""Белее белого""";БиоДом;Чистящие средства;Бытовая химия;Доставка;Банковская карта;Женщина;154;Базовый;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-924313;09.04.2019;Гель для стирки белых вещей;Чистый дом;Моющие средства;Бытовая химия;Доставка;Банковская карта;Женщина;502;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-924313;09.04.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Доставка;Банковская карта;Женщина;440;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-924313;09.04.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Доставка;Банковская карта;Женщина;881;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-924559;23.11.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Женщина;140;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-924559;23.11.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Женщина;2144;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-924816;07.03.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;204;Базовый;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-924860;21.11.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;489;Золотой;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-924860;21.11.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;491;Золотой;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-924954;01.06.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;357;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-924955;18.09.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;206;Базовый;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-924955;18.09.2019;Мультиварка с 40 режимами готовки еды;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;3445;Базовый;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-925019;22.11.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;651;Золотой;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-925019;22.11.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;141;Золотой;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-925376;15.06.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;658;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-925376;15.06.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;142;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-925376;15.06.2019;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Мужчина;2575;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-925376;15.06.2019;Скатерть кухонная темно-синяя ;Ростовская фабрика;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Мужчина;325;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-925376;15.06.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;893;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-925788;01.12.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Женщина;141;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-925788;01.12.2019;Скатерть кухонная темно-синяя ;Ростовская фабрика;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Женщина;328;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-926041;31.07.2019;Декоративный букет;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Банковская карта;Мужчина;793;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-926289;23.09.2019;"Чистящее средство для автомобиля ""Скорость""";Городской драйв;Чистящие средства;Бытовая химия;Доставка;Банковская карта;Женщина;638;Базовый;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-926289;23.09.2019;Скатерть кухонная темно-синяя ;Ростовская фабрика;Кухонные товары;Бытовые товары;Доставка;Банковская карта;Женщина;325;Базовый;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-926339;03.01.2019;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Мужчина;274;Серебряный;Сигма;город Москва, улица Демьяна Бедного, дом 8;[55.772185093,37.488024823]
2017-926339;03.01.2019;Прикроватный коврик;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Мужчина;888;Серебряный;Сигма;город Москва, улица Демьяна Бедного, дом 8;[55.772185093,37.488024823]
2017-926383;08.07.2019;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Мужчина;273;Базовый;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-926383;08.07.2019;Тостер;Разумный дом;Кухонная;Техника для дома;Самовывоз;Банковская карта;Мужчина;1048;Базовый;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-926433;10.07.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;357;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-926618;01.03.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Женщина;442;Серебряный;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-926997;17.11.2019;Блендер;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Банковская карта;Женщина;1467;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-927114;18.09.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;487;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-927114;18.09.2019;Зубной порошок;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Банковская карта;Мужчина;64;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-927114;18.09.2019;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Банковская карта;Мужчина;2569;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-927177;16.09.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;(blank);487;Базовый;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-927848;11.04.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Банковская карта;Мужчина;1043;Базовый;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-927940;21.10.2019;"Средство для чистки ванны ""Белее белого""";БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;153;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-927943;14.11.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;487;Золотой;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-927943;14.11.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Мужчина;2120;Золотой;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-927943;14.11.2019;Зубная щетка электрическая;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Мужчина;769;Золотой;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-928208;19.10.2019;Тостер;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1058;Серебряный;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-928480;26.01.2019;"Чистящее средство для автомобиля ""Скорость""";Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;641;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-928771;07.07.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;142;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-928803;04.01.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Доставка;Банковская карта;Мужчина;362;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-928803;04.01.2019;"Чистящее средство для автомобиля ""Скорость""";Городской драйв;Чистящие средства;Бытовая химия;Доставка;Банковская карта;Мужчина;639;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-928803;04.01.2019;Декоративный букет;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Банковская карта;Мужчина;802;Базовый;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-928935;11.10.2019;Тостер;Разумный дом;Кухонная;Техника для дома;Доставка;Банковская карта;Мужчина;1045;Серебряный;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-929062;03.04.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;657;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-929062;03.04.2019;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Мужчина;272;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-929062;03.04.2019;Прикроватный коврик;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Мужчина;893;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-929062;03.04.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Доставка;Наличные;Мужчина;1039;Базовый;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-929139;24.04.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;306;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-929577;07.02.2019;Гель для стирки белых вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;501;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-929577;07.02.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;360;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
